"","USFS.Unit.Number","Plot.ID","X2013.Plot.Tree..","Unique.Tree.ID","X2013.DBH","X2013.FIA.Species.Code","X2013.Height","X2013.Live.Crown.Ratio","X2019.Plot.Tree..","Unique.Tree.ID.1","Dead.","X2019.DBH","X2019.FIA.Species.Code","X2019.Height","X2019.Live.Crown.Ratio","X2021.Plot.Tree..","Unique.Tree.ID.2","Dead..","X2021.DBH","X2021.FIA.Species.Code","X2021.Height","X2021.Live.Crown.Ratio","X2022.Plot.Tree..","Unique.Tree.ID.3","Dead..1","X2022.DBH","X2022.FIA.Species.Code","X2022.Height","X2022.Live.Crown.Ratio","X","Species13","Species19","Species21","Species22"
"1414","","616",NA,"",NA,"",NA,NA,6,1544,"",17,"818",8.4,7.5,6,2619,"",12.2,"818",4.2222504,3.809682209,NA,NA,"","","",NA,NA,NA,"","BO","BO",""
"1415","","616",NA,"",NA,"",NA,NA,7,1545,"",17.5,"818",5.1,4.2,7,2620,"",20.7,"818",13.23135272,9.664444427,NA,NA,"","","",NA,NA,NA,"","BO","BO",""
"1416","","616",NA,"",NA,"",NA,NA,8,1546,"",12.5,"122",8.8,6.3,8,2621,"",24.1,"818",10.75991881,8.455555751,NA,NA,"","","",NA,NA,NA,"","PP","BO",""
"1417","","616",NA,"",NA,"",NA,NA,9,1547,"",11.5,"818",4.5,4.1,9,2622,"",18.3,"818",7.558976982,6.11309574,NA,NA,"","","",NA,NA,NA,"","BO","BO",""
"1418","","616",NA,"",NA,"",NA,NA,10,1548,"",19.5,"818",6,5.9,10,2623,"",35.5,"122",18.0432119,13.88174178,NA,NA,"","","",NA,NA,NA,"","BO","PP",""
"1419","","616",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,11,2624,"",14.2,"818",6.980299664,5.922337779,NA,NA,"","","",NA,NA,NA,"","","BO",""
"1420","","616",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,12,2625,"",16.1,"818",8.732365423,7.48044386,NA,NA,"","","",NA,NA,NA,"","","BO",""
"1421","","616",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,13,2626,"",15.4,"818",12.26695068,12.26695068,NA,NA,"","","",NA,NA,NA,"","","BO",""
"1422","","617",NA,"",NA,"",NA,NA,1,1549,"",66.5,"122",30.1,13.9,NA,NA,"",NA,"",NA,NA,1,2975,"","49.8","116",28.05353804,23.5,NA,"","PP","","JP"
"1423","","617",NA,"",NA,"",NA,NA,2,1550,"",50,"122",25.5,11.9,NA,NA,"",NA,"",NA,NA,2,2976,"","66.4","116",31.57478748,17.2,NA,"","PP","","JP"
"1424","","617",NA,"",NA,"",NA,NA,3,1551,"",52,"202",24.2,10.3,NA,NA,"",NA,"",NA,NA,3,2977,"","51.5","116",24.99464037,12.7,NA,"","DF","","JP"
"1425","","617",NA,"",NA,"",NA,NA,4,1552,"",72.5,"81",20.6,14.4,NA,NA,"",NA,"",NA,NA,4,2978,"","67.3","81",20.29902489,10.4,NA,"","IC","","IC"
"1426","","617",NA,"",NA,"",NA,NA,5,1553,"",45,"81",23.1,13.4,NA,NA,"",NA,"",NA,NA,5,2979,"","42.5","81",21.72917955,13.3,NA,"","IC","","IC"
"1427","","617",NA,"",NA,"",NA,NA,6,1554,"",50,"81",13.5,5.5,NA,NA,"",NA,"",NA,NA,6,2980,"Y","46.2","81",13.39524087,NA,NA,"","IC","","IC"
"1428","","617",NA,"",NA,"",NA,NA,7,1555,"",44.5,"122",28.7,12.9,NA,NA,"",NA,"",NA,NA,7,2981,"","44.4","116",26.73209499,20.8,NA,"","PP","","JP"
"1429","","617",NA,"",NA,"",NA,NA,8,1556,"",79,"122",31.9,20.9,NA,NA,"",NA,"",NA,NA,8,2982,"","76.5","116",33.04366703,18.2,NA,"","PP","","JP"
"1430","","617",NA,"",NA,"",NA,NA,9,1557,"",86,"202",35.5,20.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1431","","617",NA,"",NA,"",NA,NA,10,1558,"",70.5,"117",33,20.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","SP","",""
"1432","","617",NA,"",NA,"",NA,NA,11,1559,"Y",35,"81",11.2,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1433","","618",NA,"",NA,"",NA,NA,1,1560,"",29,"818",5.7,5.3,NA,NA,"",NA,"",NA,NA,1,2983,"Y","29","818",7.510782927,NA,NA,"","BO","","BO"
"1434","","618",NA,"",NA,"",NA,NA,2,1561,"",48,"122",20.5,16,NA,NA,"",NA,"",NA,NA,2,2984,"Y","22.5","818",8.55232395,NA,NA,"","PP","","BO"
"1435","","618",NA,"",NA,"",NA,NA,3,1562,"",63,"122",25.2,16.1,NA,NA,"",NA,"",NA,NA,3,2985,"Y","15.2","81",5.625639206,NA,NA,"","PP","","IC"
"1436","","618",NA,"",NA,"",NA,NA,4,1563,"Y",20,"81",6.9,0,NA,NA,"",NA,"",NA,NA,4,2986,"Y","15.5","81",5.108484832,NA,NA,"","IC","","IC"
"1437","","618",NA,"",NA,"",NA,NA,5,1564,"Y",19,"81",7.5,7,NA,NA,"",NA,"",NA,NA,5,2987,"Y","45.9","116",18.36631164,NA,NA,"","IC","","JP"
"1438","","618",NA,"",NA,"",NA,NA,6,1565,"Y",13,"81",5.3,0,NA,NA,"",NA,"",NA,NA,6,2988,"Y","13.5","116",6.782574306,NA,NA,"","IC","","JP"
"1439","","618",NA,"",NA,"",NA,NA,7,1566,"Y",25,"81",7.3,0,NA,NA,"",NA,"",NA,NA,7,2989,"Y","11.2","81",6.667523809,NA,NA,"","IC","","IC"
"1440","","618",NA,"",NA,"",NA,NA,8,1567,"",26,"818",10.6,9.6,NA,NA,"",NA,"",NA,NA,8,2990,"Y","10.3","116",9.986503355,NA,NA,"","BO","","JP"
"1441","","618",NA,"",NA,"",NA,NA,9,1568,"",18.5,"818",6.6,6.4,NA,NA,"",NA,"",NA,NA,9,2991,"Y","10.8","81",4.401477989,NA,NA,"","BO","","IC"
"1442","","618",NA,"",NA,"",NA,NA,10,1569,"Y",12,"81",3.9,0,NA,NA,"",NA,"",NA,NA,10,2992,"Y","26","818",9.672484716,NA,NA,"","IC","","BO"
"1443","","618",NA,"",NA,"",NA,NA,11,1570,"Y",18,"81",5,0,NA,NA,"",NA,"",NA,NA,11,2993,"Y","14.9","818",6.857288335,NA,NA,"","IC","","BO"
"1444","","618",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,12,2994,"Y","13.5","116",8.923471264,NA,NA,"","","","JP"
"1445","","618",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,13,2995,"Y","15.6","116",7.469962128,NA,NA,"","","","JP"
"1446","","619",NA,"",NA,"",NA,NA,1,1571,"",65.5,"202",19.7,18.3,NA,NA,"",NA,"",NA,NA,619,2996,"1","Y","10.8",116,3.998738335,NA,"","DF","","10.8"
"1447","","619",NA,"",NA,"",NA,NA,2,1572,"Y",39,"122",19.3,0,NA,NA,"",NA,"",NA,NA,619,2997,"2","Y","57.8",116,23.20092773,NA,"","PP","","57.8"
"1448","","619",NA,"",NA,"",NA,NA,3,1573,"",31,"122",10.9,9.2,NA,NA,"",NA,"",NA,NA,619,2998,"3","Y","28.5",116,12.1883908,NA,"","PP","","28.5"
"1449","","619",NA,"",NA,"",NA,NA,4,1574,"",53.5,"122",19.5,14.3,NA,NA,"",NA,"",NA,NA,619,2999,"4","Y","50.1",116,20.70201293,NA,"","PP","","50.1"
"1450","","619",NA,"",NA,"",NA,NA,5,1575,"",59.5,"122",15.2,11.6,NA,NA,"",NA,"",NA,NA,619,3000,"5","Y","66.2",202,19.52882125,NA,"","PP","","66.2"
"1451","","619",NA,"",NA,"",NA,NA,6,1576,"",63.5,"122",18.4,15.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1452","","619",NA,"",NA,"",NA,NA,7,1577,"",12.5,"122",2.5,2.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1453","","620",NA,"",NA,"",NA,NA,1,1578,"",101.5,"202",39.8,28,NA,NA,"",NA,"",NA,NA,1,3001,"","71.9","202",34.17452254,21.3,NA,"","DF","","DF"
"1454","","620",NA,"",NA,"",NA,NA,2,1579,"",90,"202",41.6,27.2,NA,NA,"",NA,"",NA,NA,2,3002,"Y","17.2","202",12.79329689,NA,NA,"","DF","","DF"
"1455","","620",NA,"",NA,"",NA,NA,3,1580,"Y",53,"202",16,4.4,NA,NA,"",NA,"",NA,NA,3,3003,"","59.5","202",36.3761743,28.7,NA,"","DF","","DF"
"1456","","620",NA,"",NA,"",NA,NA,4,1581,"",79,"81",29.9,20,NA,NA,"",NA,"",NA,NA,4,3004,"Y","20.8","202",13.97321099,NA,NA,"","IC","","DF"
"1457","","620",NA,"",NA,"",NA,NA,5,1582,"",84,"81",33.6,22.9,NA,NA,"",NA,"",NA,NA,5,3005,"Y","33.4","202",18.35720675,NA,NA,"","IC","","DF"
"1458","","620",NA,"",NA,"",NA,NA,6,1583,"",67,"202",31.1,22.8,NA,NA,"",NA,"",NA,NA,6,3006,"","63.7","202",28.10766421,21.8,NA,"","DF","","DF"
"1459","","620",NA,"",NA,"",NA,NA,7,1584,"",55,"202",47.4,34,NA,NA,"",NA,"",NA,NA,7,3007,"","80.2","81",34.89696842,20,NA,"","DF","","IC"
"1460","","620",NA,"",NA,"",NA,NA,8,1585,"",61,"202",31.9,25.1,NA,NA,"",NA,"",NA,NA,8,3008,"","69.2","202",35.06675857,18.9,NA,"","DF","","DF"
"1461","","620",NA,"",NA,"",NA,NA,9,1586,"",58.5,"202",32.2,18.5,NA,NA,"",NA,"",NA,NA,9,3009,"","55.8","202",20.13227953,12.2,NA,"","DF","","DF"
"1462","","620",NA,"",NA,"",NA,NA,10,1587,"",72,"202",28.6,20.4,NA,NA,"",NA,"",NA,NA,10,3010,"Y","54.7","202",18.41531298,NA,NA,"","DF","","DF"
"1463","","620",NA,"",NA,"",NA,NA,11,1588,"",59,"81",31.1,24.9,NA,NA,"",NA,"",NA,NA,11,3011,"","74.5","81",34.28924372,21.7,NA,"","IC","","IC"
"1464","","620",NA,"",NA,"",NA,NA,12,1589,"Y",37,"202",25.1,0,NA,NA,"",NA,"",NA,NA,12,3012,"Y","21.4","?",9.963534292,NA,NA,"","DF","","?"
"1465","","620",NA,"",NA,"",NA,NA,13,1590,"",44,"202",25.1,17.7,NA,NA,"",NA,"",NA,NA,13,3013,"Y","28.1","202",14.03530099,NA,NA,"","DF","","DF"
"1466","","620",NA,"",NA,"",NA,NA,14,1591,"",28,"202",12.5,11.8,NA,NA,"",NA,"",NA,NA,14,3014,"Y","26.4","202",18.19021941,NA,NA,"","DF","","DF"
"1467","","620",NA,"",NA,"",NA,NA,15,1592,"",24,"202",12.4,9.4,NA,NA,"",NA,"",NA,NA,15,3015,"Y","43.5","202",28.95809816,NA,NA,"","DF","","DF"
"1468","","620",NA,"",NA,"",NA,NA,16,1593,"Y",13.5,"202",5.6,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1469","","620",NA,"",NA,"",NA,NA,17,1594,"",15,"202",12.6,7.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1470","","620",NA,"",NA,"",NA,NA,18,1595,"",14.5,"202",5.5,5.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1471","","620",NA,"",NA,"",NA,NA,19,1596,"",19,"202",12.6,7.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1472","","620",NA,"",NA,"",NA,NA,20,1597,"",17,"202",11.8,10,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1473","","620",NA,"",NA,"",NA,NA,21,1598,"",16.5,"202",8.5,7.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1474","","621",NA,"",NA,"",NA,NA,1,1599,"Y",44.5,"202",19.3,0,NA,NA,"",NA,"",NA,NA,1,3016,"Y","33.5","202",19.88142619,NA,NA,"","DF","","DF"
"1475","","621",NA,"",NA,"",NA,NA,2,1600,"",46.5,"202",18.6,17.5,NA,NA,"",NA,"",NA,NA,2,3017,"Y","31.4","202",19.93846245,NA,NA,"","DF","","DF"
"1476","","621",NA,"",NA,"",NA,NA,3,1601,"",42.5,"202",23.4,14.9,NA,NA,"",NA,"",NA,NA,3,3018,"Y","36.6","116",23.98121067,NA,NA,"","DF","","JP"
"1477","","621",NA,"",NA,"",NA,NA,4,1602,"",59,"202",29.3,22.7,NA,NA,"",NA,"",NA,NA,4,3019,"Y","39","202",18.32855273,NA,NA,"","DF","","DF"
"1478","","621",NA,"",NA,"",NA,NA,5,1603,"",42.5,"122",18,15.2,NA,NA,"",NA,"",NA,NA,5,3020,"Y","43.3","202",21.86343784,NA,NA,"","PP","","DF"
"1479","","621",NA,"",NA,"",NA,NA,6,1604,"",10,"202",5.3,4.4,NA,NA,"",NA,"",NA,NA,6,3021,"Y","18.2","116",12.57065367,NA,NA,"","DF","","JP"
"1480","","621",NA,"",NA,"",NA,NA,7,1605,"",12,"122",6.2,5.3,NA,NA,"",NA,"",NA,NA,7,3022,"Y","30.3","116",17.69470027,NA,NA,"","PP","","JP"
"1481","","621",NA,"",NA,"",NA,NA,8,1606,"",14,"122",7.9,5.8,NA,NA,"",NA,"",NA,NA,8,3023,"Y","26.3","116",17.50797284,NA,NA,"","PP","","JP"
"1482","","621",NA,"",NA,"",NA,NA,9,1607,"",17.5,"122",9.1,7.5,NA,NA,"",NA,"",NA,NA,9,3024,"Y","39.6","116",19.76557785,NA,NA,"","PP","","JP"
"1483","","621",NA,"",NA,"",NA,NA,10,1608,"",12.5,"122",5.4,4.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1484","","621",NA,"",NA,"",NA,NA,11,1609,"",34.5,"202",21.9,18.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1485","","622",NA,"",NA,"",NA,NA,1,1610,"",53,"122",24.2,15.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1486","","622",NA,"",NA,"",NA,NA,2,1611,"",61.5,"122",22.7,16.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1487","","622",NA,"",NA,"",NA,NA,3,1612,"",40,"81",8.5,5.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1488","","622",NA,"",NA,"",NA,NA,4,1613,"",36,"81",9.2,7.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1489","","622",NA,"",NA,"",NA,NA,5,1614,"",15.75,"81",4.3,4.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1490","","622",NA,"",NA,"",NA,NA,6,1615,"",26,"81",4.8,4.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1491","","622",NA,"",NA,"",NA,NA,7,1616,"Y",17.5,"81",4.3,3.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1492","","622",NA,"",NA,"",NA,NA,8,1617,"",18,"81",3.7,3.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1493","","622",NA,"",NA,"",NA,NA,9,1618,"",20,"81",4.4,3.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1494","","622",NA,"",NA,"",NA,NA,10,1619,"",24,"81",7.2,5.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1495","","622",NA,"",NA,"",NA,NA,11,1620,"",18,"81",4.6,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1496","","622",NA,"",NA,"",NA,NA,12,1621,"",13.5,"81",3,3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1497","","622",NA,"",NA,"",NA,NA,13,1622,"",11,"81",2.8,2.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1498","","622",NA,"",NA,"",NA,NA,14,1623,"",14.5,"81",3.1,2.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1499","","622",NA,"",NA,"",NA,NA,15,1624,"",17.5,"81",4.8,3.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1500","","622",NA,"",NA,"",NA,NA,16,1625,"",19,"81",5,4.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1501","","622",NA,"",NA,"",NA,NA,17,1626,"Y",17,"81",4.4,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1502","","622",NA,"",NA,"",NA,NA,18,1627,"",13.5,"81",3.1,2.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1503","","622",NA,"",NA,"",NA,NA,19,1628,"",13,"81",3.7,2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1504","","623",NA,"",NA,"",NA,NA,1,1629,"",19.5,"818",8.9,3.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","BO","",""
"1505","","623",NA,"",NA,"",NA,NA,2,1630,"",62,"122",28.4,19.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1506","","623",NA,"",NA,"",NA,NA,3,1631,"",70,"202",26.2,15.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1507","","623",NA,"",NA,"",NA,NA,4,1632,"",45.5,"122",20.8,12.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1508","","623",NA,"",NA,"",NA,NA,5,1633,"",59.5,"122",33.3,12.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1509","","623",NA,"",NA,"",NA,NA,6,1634,"",49,"122",24.8,12.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1510","","623",NA,"",NA,"",NA,NA,7,1635,"",42.5,"81",27.3,19.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1511","","623",NA,"",NA,"",NA,NA,8,1636,"",69,"81",23.5,11.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1512","","623",NA,"",NA,"",NA,NA,9,1637,"",45.5,"81",20.4,11.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1513","","623",NA,"",NA,"",NA,NA,10,1638,"",47,"202",31.9,21.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1514","","623",NA,"",NA,"",NA,NA,11,1639,"",84.5,"117",37.3,21.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","SP","",""
"1515","","623",NA,"",NA,"",NA,NA,12,1640,"",17,"202",10.2,4.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1516","","623",NA,"",NA,"",NA,NA,13,1641,"",15,"81",8.8,2.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1517","","623",NA,"",NA,"",NA,NA,14,1642,"",13,"202",9.3,5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1518","","623",NA,"",NA,"",NA,NA,15,1643,"",19,"202",10.2,3.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1519","","623",NA,"",NA,"",NA,NA,16,1644,"",15,"818",22.1,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","BO","",""
"1520","","623",NA,"",NA,"",NA,NA,17,1645,"",13.5,"202",9,5.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1521","","623",NA,"",NA,"",NA,NA,18,1646,"",19,"202",12.4,5.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1522","","623",NA,"",NA,"",NA,NA,19,1647,"",23.5,"202",17.5,9.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1523","","624",NA,"",NA,"",NA,NA,1,1648,"",34,"202",25.5,11.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1524","","624",NA,"",NA,"",NA,NA,2,1649,"",70.5,"202",43.6,29.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1525","","624",NA,"",NA,"",NA,NA,3,1650,"",55,"15",30,18.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","WF","",""
"1526","","624",NA,"",NA,"",NA,NA,4,1651,"",44,"202",19.4,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1527","","624",NA,"",NA,"",NA,NA,5,1652,"",40.5,"202",27.1,17.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1528","","624",NA,"",NA,"",NA,NA,6,1653,"",51,"202",26.8,12.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1529","","624",NA,"",NA,"",NA,NA,7,1654,"",40,"202",22.9,5.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1530","","624",NA,"",NA,"",NA,NA,8,1655,"",39.5,"202",16.6,6.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1531","","624",NA,"",NA,"",NA,NA,9,1656,"",46.5,"202",29.4,20.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1532","","624",NA,"",NA,"",NA,NA,10,1657,"",52,"202",25.3,17.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1533","","624",NA,"",NA,"",NA,NA,11,1658,"",61,"202",29.1,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1534","","624",NA,"",NA,"",NA,NA,12,1659,"",39.5,"202",20.8,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1535","","624",NA,"",NA,"",NA,NA,13,1660,"",74,"202",24.2,17.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1536","","624",NA,"",NA,"",NA,NA,14,1661,"",34,"202",19.6,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1537","","624",NA,"",NA,"",NA,NA,15,1662,"",39.5,"202",23.3,10.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1538","","625",NA,"",NA,"",NA,NA,1,1663,"",30,"122",15.2,10.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1539","","625",NA,"",NA,"",NA,NA,2,1664,"",40.5,"81",11.8,10.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1540","","625",NA,"",NA,"",NA,NA,3,1665,"",34.5,"122",12.7,7.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1541","","625",NA,"",NA,"",NA,NA,4,1666,"",37,"122",21,17,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1542","","625",NA,"",NA,"",NA,NA,5,1667,"",47,"122",23.3,16.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1543","","625",NA,"",NA,"",NA,NA,6,1668,"",34,"122",12.3,4.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1544","","625",NA,"",NA,"",NA,NA,7,1669,"",41,"81",12.1,9.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1545","","625",NA,"",NA,"",NA,NA,8,1670,"",54.5,"122",20.5,13.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1546","","625",NA,"",NA,"",NA,NA,9,1671,"",39.5,"122",15.9,8.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1547","","625",NA,"",NA,"",NA,NA,10,1672,"",42,"122",15.1,11.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1548","","625",NA,"",NA,"",NA,NA,11,1673,"",44,"122",25,19.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1549","","625",NA,"",NA,"",NA,NA,12,1674,"",42.5,"122",13.9,11.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1550","","625",NA,"",NA,"",NA,NA,13,1675,"",21,"122",9.7,6.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1551","","625",NA,"",NA,"",NA,NA,14,1676,"",23,"122",12.4,9.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1552","","625",NA,"",NA,"",NA,NA,15,1677,"",39.5,"81",16.7,11.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1553","","630",NA,"",NA,"",NA,NA,1,1678,"",41,"122",20,14.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1554","","630",NA,"",NA,"",NA,NA,2,1679,"",26,"122",14.2,9.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1555","","630",NA,"",NA,"",NA,NA,3,1680,"",37,"122",23.5,14.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1556","","630",NA,"",NA,"",NA,NA,4,1681,"",35.5,"122",22.8,15.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1557","","630",NA,"",NA,"",NA,NA,5,1682,"",64,"122",34.9,16.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1558","","630",NA,"",NA,"",NA,NA,6,1683,"",29.5,"122",17.4,12.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1559","","630",NA,"",NA,"",NA,NA,7,1684,"",38,"122",22.8,15.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
