"","USFS.Unit.Number","Plot.ID","X2013.Plot.Tree..","Unique.Tree.ID","X2013.DBH","X2013.FIA.Species.Code","X2013.Height","X2013.Live.Crown.Ratio","X2019.Plot.Tree..","Unique.Tree.ID.1","Dead.","X2019.DBH","X2019.FIA.Species.Code","X2019.Height","X2019.Live.Crown.Ratio","X2021.Plot.Tree..","Unique.Tree.ID.2","Dead..","X2021.DBH","X2021.FIA.Species.Code","X2021.Height","X2021.Live.Crown.Ratio","X2022.Plot.Tree..","Unique.Tree.ID.3","Dead..1","X2022.DBH","X2022.FIA.Species.Code","X2022.Height","X2022.Live.Crown.Ratio","X","Species13","Species19","Species21","Species22"
"1560","","630",NA,"",NA,"",NA,NA,8,1685,"",39,"122",16.6,13.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1561","","630",NA,"",NA,"",NA,NA,9,1686,"",11,"122",5.3,3.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1562","","630",NA,"",NA,"",NA,NA,10,1687,"",25.5,"122",17.2,12.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1563","","630",NA,"",NA,"",NA,NA,11,1688,"",24.5,"122",11.6,5.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1564","","631",NA,"",NA,"",NA,NA,1,1689,"",62,"122",17.7,11,NA,NA,"",NA,"",NA,NA,1,3025,"","76","122",25.57656023,14,NA,"","PP","","PP"
"1565","","631",NA,"",NA,"",NA,NA,2,1690,"",33.5,"202",15.3,14,NA,NA,"",NA,"",NA,NA,2,3026,"","23","202",14.26111286,11.2,NA,"","DF","","DF"
"1566","","631",NA,"",NA,"",NA,NA,3,1691,"",25.5,"122",11.9,4.4,NA,NA,"",NA,"",NA,NA,3,3027,"","30.6","122",26.03834571,22.5,NA,"","PP","","PP"
"1567","","631",NA,"",NA,"",NA,NA,4,1692,"",30.5,"122",14,6.9,NA,NA,"",NA,"",NA,NA,4,3028,"","28.7","122",20.50485494,9.9,NA,"","PP","","PP"
"1568","","631",NA,"",NA,"",NA,NA,5,1693,"",23,"202",11.6,9.7,NA,NA,"",NA,"",NA,NA,5,3029,"","23.9","122",18.58593,10.7,NA,"","DF","","PP"
"1569","","631",NA,"",NA,"",NA,NA,6,1694,"",87.5,"122",24.1,16.8,NA,NA,"",NA,"",NA,NA,6,3030,"","32.9","202",19.79061027,8.1,NA,"","PP","","DF"
"1570","","631",NA,"",NA,"",NA,NA,7,1695,"",31,"122",13.6,10.6,NA,NA,"",NA,"",NA,NA,7,3031,"","62.9","122",27.65684348,13,NA,"","PP","","PP"
"1571","","631",NA,"",NA,"",NA,NA,8,1696,"",27,"202",12.4,11.3,NA,NA,"",NA,"",NA,NA,8,3032,"","44.3","202",25.47804158,17.4,NA,"","DF","","DF"
"1572","","631",NA,"",NA,"",NA,NA,9,1697,"",28.5,"202",12.8,12.8,NA,NA,"",NA,"",NA,NA,9,3033,"","21.4","202",12.49998298,9.4,NA,"","DF","","DF"
"1573","","631",NA,"",NA,"",NA,NA,10,1698,"",38.5,"202",13.5,10.5,NA,NA,"",NA,"",NA,NA,10,3034,"","31.4","122",20.07516808,16.6,NA,"","DF","","PP"
"1574","","631",NA,"",NA,"",NA,NA,11,1699,"",10.5,"202",6.1,5,NA,NA,"",NA,"",NA,NA,11,3035,"","57.4","122",26.21804119,15.9,NA,"","DF","","PP"
"1575","","631",NA,"",NA,"",NA,NA,12,1700,"",17.5,"202",12,8.4,NA,NA,"",NA,"",NA,NA,12,3036,"","64.6","122",22.64149485,9.7,NA,"","DF","","PP"
"1576","","631",NA,"",NA,"",NA,NA,13,1701,"",19.5,"122",12.5,7.8,NA,NA,"",NA,"",NA,NA,13,3037,"","15.1","202",10.3679922,8.4,NA,"","PP","","DF"
"1577","","631",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,14,3038,"","12","202",8.827078427,7.3,NA,"","","","DF"
"1578","","632",NA,"",NA,"",NA,NA,1,1702,"",74,"15",23.6,19.7,NA,NA,"",NA,"",NA,NA,1,3039,"","50.6","15",28.3,4.9,NA,"","WF","","WF"
"1579","","632",NA,"",NA,"",NA,NA,2,1703,"",38,"15",17.1,11.2,NA,NA,"",NA,"",NA,NA,2,3040,"","32.2","15",21,3.6,NA,"","WF","","WF"
"1580","","632",NA,"",NA,"",NA,NA,3,1704,"",57.5,"15",22.5,14.4,NA,NA,"",NA,"",NA,NA,3,3041,"","48.3","15",23.6,4.2,NA,"","WF","","WF"
"1581","","632",NA,"",NA,"",NA,NA,4,1705,"",45.5,"81",18,14.7,NA,NA,"",NA,"",NA,NA,4,3042,"","15","15",9.5,1,NA,"","IC","","WF"
"1582","","632",NA,"",NA,"",NA,NA,5,1706,"",52,"15",22.4,21.2,NA,NA,"",NA,"",NA,NA,5,3043,"","28.6","122",8,2.6,NA,"","WF","","PP"
"1583","","632",NA,"",NA,"",NA,NA,6,1707,"",15.5,"15",18,16.5,NA,NA,"",NA,"",NA,NA,6,3044,"","36.6","122",19.2,9,NA,"","WF","","PP"
"1584","","632",NA,"",NA,"",NA,NA,7,1708,"",52.5,"15",11.3,6.7,NA,NA,"",NA,"",NA,NA,7,3045,"","60.9","15",26.3,9.7,NA,"","WF","","WF"
"1585","","632",NA,"",NA,"",NA,NA,8,1709,"",13.5,"15",7.7,0,NA,NA,"",NA,"",NA,NA,8,3046,"","46.6","15",24.7,5.3,NA,"","WF","","WF"
"1586","","632",NA,"",NA,"",NA,NA,9,1710,"",32,"15",16.9,15.3,NA,NA,"",NA,"",NA,NA,9,3047,"","74","15",32,4.2,NA,"","WF","","WF"
"1587","","632",NA,"",NA,"",NA,NA,10,1711,"",49.5,"15",18.1,15.4,NA,NA,"",NA,"",NA,NA,10,3048,"","38.7","15",24.4,11.6,NA,"","WF","","WF"
"1588","","632",NA,"",NA,"",NA,NA,11,1712,"",35.5,"122",17,15.1,NA,NA,"",NA,"",NA,NA,11,3049,"","61.7","15",29.2,8.1,NA,"","PP","","WF"
"1589","","632",NA,"",NA,"",NA,NA,12,1713,"",63,"15",20.6,17.8,NA,NA,"",NA,"",NA,NA,12,3050,"","45","81",17.8,9.4,NA,"","WF","","IC"
"1590","","632",NA,"",NA,"",NA,NA,13,1714,"",46.5,"15",18.2,10.4,NA,NA,"",NA,"",NA,NA,13,3051,"","52.6","202",24.2,9.8,NA,"","WF","","DF"
"1591","","632",NA,"",NA,"",NA,NA,14,1715,"",11,"15",5.4,4.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","WF","",""
"1592","","632",NA,"",NA,"",NA,NA,15,1716,"",15,"15",9.6,8.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","WF","",""
"1593","","633",NA,"",NA,"",NA,NA,1,1717,"",62.5,"202",27.4,26.1,NA,NA,"",NA,"",NA,NA,1,3052,"","56.8","202",27.8,10.5,NA,"","DF","","DF"
"1594","","633",NA,"",NA,"",NA,NA,2,1718,"",32,"202",12,6.9,NA,NA,"",NA,"",NA,NA,2,3053,"","13","81",7.2,4.7,NA,"","DF","","IC"
"1595","","633",NA,"",NA,"",NA,NA,3,1719,"",34.5,"202",19.1,12.5,NA,NA,"",NA,"",NA,NA,3,3054,"","29.7","202",23.2,5.2,NA,"","DF","","DF"
"1596","","633",NA,"",NA,"",NA,NA,4,1720,"",12.5,"81",6.3,4.9,NA,NA,"",NA,"",NA,NA,4,3055,"","17.9","202",9.7,4.9,NA,"","IC","","DF"
"1597","","633",NA,"",NA,"",NA,NA,5,1721,"",58.5,"202",28,17.5,NA,NA,"",NA,"",NA,NA,5,3056,"","42.6","202",24.2,9.9,NA,"","DF","","DF"
"1598","","633",NA,"",NA,"",NA,NA,6,1722,"",24,"202",12.1,8,NA,NA,"",NA,"",NA,NA,6,3057,"","56.2","202",23.2,10.8,NA,"","DF","","DF"
"1599","","633",NA,"",NA,"",NA,NA,7,1723,"",17,"202",7.7,4.9,NA,NA,"",NA,"",NA,NA,7,3058,"","18","202",8.5,2,NA,"","DF","","DF"
"1600","","633",NA,"",NA,"",NA,NA,8,1724,"",20.5,"202",7,6.9,NA,NA,"",NA,"",NA,NA,8,3059,"","15.2","202",9.6,5.4,NA,"","DF","","DF"
"1601","","633",NA,"",NA,"",NA,NA,9,1725,"",16,"202",10.8,3.4,NA,NA,"",NA,"",NA,NA,9,3060,"","13.6","202",4.5,2.3,NA,"","DF","","DF"
"1602","","633",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,10,3061,"","31.7","202",18.7,6.7,NA,"","","","DF"
"1603","","633",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,11,3062,"","34.8","202",21.4,9.4,NA,"","","","DF"
"1604","","633",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,12,3063,"","28.7","202",22.3,9.5,NA,"","","","DF"
"1605","","633",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,13,3064,"","31.5","202",21.6,5.1,NA,"","","","DF"
"1606","","633",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,14,3065,"","31.3","202",17.1,4.2,NA,"","","","DF"
"1607","","633",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,15,3066,"","22.3","202",17.6,6.3,NA,"","","","DF"
"1608","","634",NA,"",NA,"",NA,NA,1,1726,"",28.5,"81",12.1,6.4,NA,NA,"",NA,"",NA,NA,1,3067,"","19.5","81",15.5,8.7,NA,"","IC","","IC"
"1609","","634",NA,"",NA,"",NA,NA,2,1727,"",39.5,"202",24.5,0,NA,NA,"",NA,"",NA,NA,2,3068,"","27.3","81",17.7,9.8,NA,"","DF","","IC"
"1610","","634",NA,"",NA,"",NA,NA,3,1728,"",69,"122",30.2,21.1,NA,NA,"",NA,"",NA,NA,3,3069,"","25.4","81",12.8,8.9,NA,"","PP","","IC"
"1611","","634",NA,"",NA,"",NA,NA,4,1729,"",35,"81",17.1,11.2,NA,NA,"",NA,"",NA,NA,4,3070,"","23.6","81",15,12.4,NA,"","IC","","IC"
"1612","","634",NA,"",NA,"",NA,NA,5,1730,"",39,"81",21.3,8.8,NA,NA,"",NA,"",NA,NA,5,3071,"","23.1","81",13,9.9,NA,"","IC","","IC"
"1613","","634",NA,"",NA,"",NA,NA,6,1731,"",43.5,"81",18.5,12,NA,NA,"",NA,"",NA,NA,6,3072,"","37","81",28.9,24.9,NA,"","IC","","IC"
"1614","","634",NA,"",NA,"",NA,NA,7,1732,"",22,"81",11.1,4.4,NA,NA,"",NA,"",NA,NA,7,3073,"","30.6","81",15.7,10.4,NA,"","IC","","IC"
"1615","","634",NA,"",NA,"",NA,NA,8,1733,"",25,"81",16.5,7.2,NA,NA,"",NA,"",NA,NA,8,3074,"","20.1","81",16.8,11.2,NA,"","IC","","IC"
"1616","","634",NA,"",NA,"",NA,NA,9,1734,"",53,"15",24.9,15.2,NA,NA,"",NA,"",NA,NA,9,3075,"","34.6","81",18.5,14.2,NA,"","WF","","IC"
"1617","","634",NA,"",NA,"",NA,NA,10,1735,"",57,"15",24.6,11.3,NA,NA,"",NA,"",NA,NA,10,3076,"Y","19.7","81",12,NA,NA,"","WF","","IC"
"1618","","634",NA,"",NA,"",NA,NA,11,1736,"",26.5,"81",18.5,6.7,NA,NA,"",NA,"",NA,NA,11,3077,"","35.2","81",18.2,13.1,NA,"","IC","","IC"
"1619","","634",NA,"",NA,"",NA,NA,12,1737,"",68,"15",31.1,14.4,NA,NA,"",NA,"",NA,NA,12,3078,"","41.3","81",18.4,16.6,NA,"","WF","","IC"
"1620","","634",NA,"",NA,"",NA,NA,13,1738,"",36.5,"81",21.7,9.7,NA,NA,"",NA,"",NA,NA,13,3079,"","40.9","81",19.6,14.6,NA,"","IC","","IC"
"1621","","634",NA,"",NA,"",NA,NA,14,1739,"",32.5,"81",13.8,4.5,NA,NA,"",NA,"",NA,NA,14,3080,"","73","122",29.2,19.1,NA,"","IC","","PP"
"1622","","634",NA,"",NA,"",NA,NA,15,1740,"",37.5,"81",20.2,5.8,NA,NA,"",NA,"",NA,NA,15,3081,"","32.5","81",14,12,NA,"","IC","","IC"
"1623","","634",NA,"",NA,"",NA,NA,16,1741,"",30,"81",17.9,5.6,NA,NA,"",NA,"",NA,NA,16,3082,"","22.4","81",9.3,NA,NA,"","IC","","IC"
"1624","","634",NA,"",NA,"",NA,NA,17,1742,"",46,"81",22.5,8.8,NA,NA,"",NA,"",NA,NA,17,3083,"","54.2","81",20.9,8.9,NA,"","IC","","IC"
"1625","","634",NA,"",NA,"",NA,NA,18,1743,"",79,"122",32.5,17,NA,NA,"",NA,"",NA,NA,18,3084,"","28.7","81",11.8,7.5,NA,"","PP","","IC"
"1626","","634",NA,"",NA,"",NA,NA,19,1744,"",38,"81",23.1,9.2,NA,NA,"",NA,"",NA,NA,19,3085,"Y","19.9","81",11.7,NA,NA,"","IC","","IC"
"1627","","634",NA,"",NA,"",NA,NA,20,1745,"",23.5,"81",14.1,4.5,NA,NA,"",NA,"",NA,NA,20,3086,"Y","34.3","818",14.5,NA,NA,"","IC","","BO"
"1628","","634",NA,"",NA,"",NA,NA,21,1746,"",23.5,"81",15.2,4.8,NA,NA,"",NA,"",NA,NA,21,3087,"Y","35","818",14.4,NA,NA,"","IC","","BO"
"1629","","634",NA,"",NA,"",NA,NA,22,1747,"",28,"81",11.8,4.2,NA,NA,"",NA,"",NA,NA,22,3088,"Y","34.3","818",14.4,NA,NA,"","IC","","BO"
"1630","","634",NA,"",NA,"",NA,NA,23,1748,"",25,"81",7.9,3.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1631","","634",NA,"",NA,"",NA,NA,24,1749,"",35,"81",20,12.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1632","","634",NA,"",NA,"",NA,NA,25,1750,"",49.5,"81",22.5,12.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1633","","634",NA,"",NA,"",NA,NA,26,1751,"",54,"15",28.9,20,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","WF","",""
"1634","","634",NA,"",NA,"",NA,NA,27,1752,"Y",12,"",6.6,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"1635","","634",NA,"",NA,"",NA,NA,28,1753,"Y",12.5,"",8.6,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"1636","","634",NA,"",NA,"",NA,NA,29,1754,"Y",11,"",6,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"1637","","634",NA,"",NA,"",NA,NA,30,1755,"Y",14,"",8.3,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","","",""
"1638","","635",NA,"",NA,"",NA,NA,1,1756,"",88.5,"122",28.7,21.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1639","","635",NA,"",NA,"",NA,NA,2,1757,"",114,"117",35.5,28.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","SP","",""
"1640","","635",NA,"",NA,"",NA,NA,3,1758,"",82,"202",29.6,20.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1641","","635",NA,"",NA,"",NA,NA,4,1759,"",63,"202",30.7,22,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1642","","635",NA,"",NA,"",NA,NA,5,1760,"Y",66.5,"202",7.5,0,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1643","","635",NA,"",NA,"",NA,NA,6,1761,"",41.5,"202",22.7,11.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1644","","635",NA,"",NA,"",NA,NA,7,1762,"",67,"122",29.4,17.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1645","","635",NA,"",NA,"",NA,NA,8,1763,"",78.5,"202",25.9,25.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1646","","635",NA,"",NA,"",NA,NA,9,1764,"",27,"117",11.9,3.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","SP","",""
"1647","","635",NA,"",NA,"",NA,NA,10,1765,"",35,"202",23.3,14.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1648","","635",NA,"",NA,"",NA,NA,11,1766,"",16,"202",7.5,7.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1649","","636",NA,"",NA,"",NA,NA,1,1767,"",48.5,"202",25.1,11.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1650","","636",NA,"",NA,"",NA,NA,2,1768,"",38.5,"122",17.7,8.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1651","","636",NA,"",NA,"",NA,NA,3,1769,"",47.5,"202",24.8,11.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1652","","636",NA,"",NA,"",NA,NA,4,1770,"",38,"202",19.6,17.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1653","","636",NA,"",NA,"",NA,NA,5,1771,"",48,"202",23.8,13.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1654","","636",NA,"",NA,"",NA,NA,6,1772,"",30,"122",25.3,13.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1655","","637",NA,"",NA,"",NA,NA,1,1773,"",34.5,"202",25.8,15,NA,NA,"",NA,"",NA,NA,1,3089,"Y","40.4","818",12.5,NA,NA,"","DF","","BO"
"1656","","637",NA,"",NA,"",NA,NA,2,1774,"",31.5,"202",15.7,7.5,NA,NA,"",NA,"",NA,NA,2,3090,"Y","26","202",14.6,NA,NA,"","DF","","DF"
"1657","","637",NA,"",NA,"",NA,NA,3,1775,"",90.5,"81",27.9,19.7,NA,NA,"",NA,"",NA,NA,3,3091,"Y","32.1","202",18.3,NA,NA,"","IC","","DF"
"1658","","637",NA,"",NA,"",NA,NA,4,1776,"",18,"202",9.7,5.1,NA,NA,"",NA,"",NA,NA,4,3092,"Y","28.4","202",19.2,NA,NA,"","DF","","DF"
"1659","","637",NA,"",NA,"",NA,NA,5,1777,"",26,"202",13,7.2,NA,NA,"",NA,"",NA,NA,5,3093,"Y","26.7","202",21.3,NA,NA,"","DF","","DF"
"1660","","637",NA,"",NA,"",NA,NA,6,1778,"",14.5,"202",11.4,5.8,NA,NA,"",NA,"",NA,NA,6,3094,"Y","20.7","Snag",9.7,NA,NA,"","DF","","Snag"
"1661","","637",NA,"",NA,"",NA,NA,7,1779,"",47.5,"818",17.1,15,NA,NA,"",NA,"",NA,NA,7,3095,"Y","23.2","202",16,NA,NA,"","BO","","DF"
"1662","","637",NA,"",NA,"",NA,NA,8,1780,"",37.5,"202",26.4,14.4,NA,NA,"",NA,"",NA,NA,8,3096,"Y","82.4","81",30.3,NA,NA,"","DF","","IC"
"1663","","637",NA,"",NA,"",NA,NA,9,1781,"",21.5,"202",20.2,12.2,NA,NA,"",NA,"",NA,NA,9,3097,"Y","28.3","202",20.2,NA,NA,"","DF","","DF"
"1664","","637",NA,"",NA,"",NA,NA,10,1782,"",12.5,"202",10.6,5.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1665","","637",NA,"",NA,"",NA,NA,11,1783,"",11,"202",6.6,4.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1666","","637",NA,"",NA,"",NA,NA,12,1784,"",15.5,"202",23.4,14.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1667","","638",NA,"",NA,"",NA,NA,1,1785,"",49,"122",24.5,12.4,NA,NA,"",NA,"",NA,NA,1,3098,"Y","83.8","116",37,NA,NA,"","PP","","JP"
"1668","","638",NA,"",NA,"",NA,NA,2,1786,"",84,"122",37.3,35.1,NA,NA,"",NA,"",NA,NA,2,3099,"Y","44.6","116",32.7,NA,NA,"","PP","","JP"
"1669","","638",NA,"",NA,"",NA,NA,3,1787,"",64.5,"122",42,29.8,NA,NA,"",NA,"",NA,NA,3,3100,"Y","43.3","116",14.3,NA,NA,"","PP","","JP"
"1670","","638",NA,"",NA,"",NA,NA,4,1788,"",86,"122",36.2,25.9,NA,NA,"",NA,"",NA,NA,4,3101,"Y","61.1","116",30.9,NA,NA,"","PP","","JP"
"1671","","638",NA,"",NA,"",NA,NA,5,1789,"",79,"122",45.1,30.1,NA,NA,"",NA,"",NA,NA,5,3102,"Y","45.5","116",30.7,NA,NA,"","PP","","JP"
"1672","","638",NA,"",NA,"",NA,NA,6,1790,"",46.5,"122",25.2,15.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1673","","638",NA,"",NA,"",NA,NA,7,1791,"",88.5,"122",34.4,25.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1674","","638",NA,"",NA,"",NA,NA,8,1792,"",63.5,"122",31.2,23.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1675","","638",NA,"",NA,"",NA,NA,9,1793,"",48,"81",15.7,13.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1676","","638",NA,"",NA,"",NA,NA,10,1794,"",12,"81",6.9,4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1677","","639",NA,"",NA,"",NA,NA,1,1795,"",19.5,"818",9.7,9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","BO","",""
"1678","","639",NA,"",NA,"",NA,NA,2,1796,"",54,"122",25.4,15.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1679","","639",NA,"",NA,"",NA,NA,3,1797,"",23.5,"818",12.4,11.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","BO","",""
"1680","","639",NA,"",NA,"",NA,NA,4,1798,"",23,"122",10.1,8.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1681","","639",NA,"",NA,"",NA,NA,5,1799,"",52,"122",15.6,11.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1682","","639",NA,"",NA,"",NA,NA,6,1800,"",21,"818",7.5,6.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","BO","",""
"1683","","639",NA,"",NA,"",NA,NA,7,1801,"",38,"122",15.9,11.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1684","","639",NA,"",NA,"",NA,NA,8,1802,"",15.5,"818",12.8,11.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","BO","",""
"1685","","639",NA,"",NA,"",NA,NA,9,1803,"",11.5,"818",8.9,7.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","BO","",""
"1686","","650",NA,"",NA,"",NA,NA,1,1804,"",69,"202",21.1,13.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1687","","650",NA,"",NA,"",NA,NA,2,1805,"",78.5,"202",22.6,22.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1688","","650",NA,"",NA,"",NA,NA,3,1806,"",54.5,"202",20.4,16.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1689","","650",NA,"",NA,"",NA,NA,4,1807,"",33,"202",17.3,9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1690","","650",NA,"",NA,"",NA,NA,5,1808,"",65.5,"202",17.9,7.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1691","","650",NA,"",NA,"",NA,NA,6,1809,"",34,"202",16,5.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1692","","650",NA,"",NA,"",NA,NA,7,1810,"",43.5,"202",21.2,7.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1693","","650",NA,"",NA,"",NA,NA,8,1811,"",27,"122",17.7,4.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1694","","650",NA,"",NA,"",NA,NA,9,1812,"",41,"202",20.7,14.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1695","","650",NA,"",NA,"",NA,NA,10,1813,"",20,"202",11.8,3.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1696","","650",NA,"",NA,"",NA,NA,11,1814,"",19.5,"81",10.5,8.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1697","","650",NA,"",NA,"",NA,NA,12,1815,"",19,"81",10.2,7.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1698","","650",NA,"",NA,"",NA,NA,13,1816,"",18.5,"81",11,9.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1699","","651",NA,"",NA,"",NA,NA,1,1817,"",78,"122",19.8,11.5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1700","","651",NA,"",NA,"",NA,NA,2,1818,"",62.5,"122",21.4,11.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1701","","651",NA,"",NA,"",NA,NA,3,1819,"",17.8,"202",12,8.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1702","","651",NA,"",NA,"",NA,NA,4,1820,"",17.4,"202",9.3,4.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1703","","651",NA,"",NA,"",NA,NA,5,1821,"",24,"202",11.1,7.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1704","","651",NA,"",NA,"",NA,NA,6,1822,"",43.5,"81",13.9,7.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","IC","",""
"1705","","651",NA,"",NA,"",NA,NA,7,1823,"",30,"202",15.9,10.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
